CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.217,46.288,61.793,40.117,10.748,40.856,42.931,41.197,34.366
0.155,46.256,61.866,40.944,10.780,41.572,42.930,40.804,34.036
0.205,46.578,61.874,40.925,11.038,40.784,43.665,40.681,34.185
0.224,46.127,61.739,40.683,10.931,40.843,42.503,40.746,34.308
0.243,46.309,61.757,41.025,10.909,40.653,42.915,41.527,34.374
0.181,46.300,61.209,40.824,10.980,41.127,42.513,40.510,34.310
0.168,46.630,61.848,41.078,11.257,40.702,42.245,41.031,34.178
0.195,45.780,62.292,40.792,11.048,41.153,42.494,41.040,33.908
0.204,46.450,61.846,40.538,11.252,41.057,42.749,40.421,33.946
0.247,46.046,61.718,40.683,10.758,40.976,42.560,41.026,34.501
0.265,46.015,61.523,40.702,10.912,41.050,43.116,40.524,34.557
0.263,46.081,61.359,40.993,10.965,40.814,42.757,40.666,33.857
0.219,46.504,61.630,40.882,10.816,41.390,43.014,40.767,34.597
0.232,46.440,61.613,40.530,10.969,40.860,43.337,40.964,34.162
0.258,46.217,61.662,41.047,11.077,40.361,42.327,40.824,33.907
0.174,45.544,61.311,40.411,10.548,40.993,42.870,40.895,34.422
0.259,46.224,61.468,40.705,10.897,41.082,42.829,40.814,34.137
0.296,46.085,62.015,40.714,10.751,41.081,42.770,40.912,34.145
0.164,46.360,61.356,40.264,11.158,40.872,43.190,40.598,34.176
0.229,46.802,61.558,40.772,10.660,40.771,42.992,41.297,34.254
0.178,46.448,61.689,40.826,10.924,41.137,43.009,40.794,34.393
0.163,45.887,61.397,40.372,11.009,40.763,42.711,40.052,33.874
0.095,46.615,61.738,40.304,10.819,41.257,43.261,41.509,34.276
0.215,46.277,61.637,40.843,10.790,41.774,43.034,40.629,34.341
0.266,46.015,61.054,40.618,10.791,41.180,42.992,40.926,33.948
0.220,46.360,61.783,40.272,10.877,40.612,42.734,40.737,34.112
0.184,46.210,61.886,40.848,10.605,40.985,43.154,41.421,34.152
0.298,46.096,61.496,40.465,10.765,40.943,42.835,40.812,34.665
0.201,46.140,62.051,40.600,10.952,40.538,43.342,41.007,34.270
0.177,46.124,61.182,40.465,11.186,40.472,43.116,41.140,34.582
0.242,45.831,61.208,40.799,10.736,40.925,43.463,40.644,33.969
0.185,46.172,61.253,40.507,11.107,40.668,42.675,41.304,34.343
0.113,46.398,61.354,40.170,10.814,41.260,43.029,41.363,34.032
0.206,45.843,61.282,40.708,10.891,40.986,43.196,40.794,34.093
0.206,46.096,61.636,40.525,10.669,41.018,43.426,41.043,34.179
0.273,46.448,61.023,41.485,10.947,40.884,42.875,40.884,34.504
0.249,46.207,61.349,40.569,10.855,40.873,42.689,40.651,34.047
0.186,46.616,62.109,41.032,10.955,40.834,42.950,41.412,34.505
0.139,45.803,61.393,40.884,10.952,41.174,42.982,40.835,34.211
0.190,46.071,61.184,40.836,10.896,40.936,42.974,40.972,34.109
0.158,46.411,61.872,40.647,10.683,41.016,42.924,41.120,34.573
0.162,46.465,61.439,40.700,10.837,41.024,43.073,41.154,33.920
0.153,46.192,61.853,41.040,10.839,40.592,42.805,41.245,34.232
0.164,46.149,61.592,40.802,10.767,40.863,42.387,40.843,34.187
0.208,46.555,61.872,40.520,10.763,41.455,42.469,40.971,33.973
0.290,46.539,62.055,40.877,10.802,40.898,42.245,40.864,34.035
0.190,46.391,61.380,40.927,10.926,40.926,42.645,40.661,34.029
0.228,46.160,61.243,40.845,11.016,40.945,43.144,41.030,34.218
