CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.207,45.629,61.321,40.577,10.693,41.042,41.808,40.329,33.820
0.299,46.244,60.984,40.312,10.730,40.623,41.488,39.752,33.214
0.228,45.847,61.254,40.924,10.871,40.813,42.546,40.037,33.709
0.151,46.163,61.340,40.365,10.703,40.421,41.830,39.795,33.179
0.226,46.025,61.163,40.233,10.690,40.732,42.349,40.213,33.590
0.254,45.384,60.863,39.950,10.907,40.354,41.869,40.086,33.776
0.194,46.202,61.465,40.225,10.742,40.437,41.479,40.474,33.667
0.222,46.074,60.834,40.597,10.688,40.531,42.110,40.309,33.739
0.265,46.257,61.490,40.097,10.605,40.381,41.700,40.717,33.653
0.209,45.772,61.389,40.124,10.766,40.218,42.386,40.562,33.238
0.212,46.140,61.161,40.308,10.729,40.507,41.999,41.072,33.349
0.251,45.817,61.213,40.985,10.760,40.131,41.905,40.763,33.304
0.248,45.944,61.261,40.473,10.791,41.012,41.555,40.378,33.795
0.174,45.823,61.774,40.515,10.696,40.773,41.982,41.103,33.531
0.287,45.702,60.973,40.284,10.862,39.994,42.192,40.308,33.675
0.283,45.936,60.953,40.358,10.623,40.221,41.906,40.181,33.712
0.201,45.438,61.006,39.993,10.431,40.365,42.122,39.871,33.658
0.274,45.491,60.543,40.477,10.765,40.844,41.381,39.812,33.675
0.119,46.016,61.299,40.261,10.674,40.765,41.892,40.086,33.511
0.273,45.918,61.706,40.647,10.584,40.680,42.399,40.036,33.656
0.124,46.033,60.412,40.456,10.591,40.743,42.180,40.337,33.592
0.177,45.597,61.288,40.497,10.689,40.457,41.688,40.755,33.654
0.237,45.581,60.451,40.156,10.704,40.362,42.041,40.469,33.336
0.249,45.883,61.454,40.419,10.324,40.506,42.318,39.798,33.352
0.278,46.099,61.295,40.075,10.785,40.510,42.121,40.403,33.963
0.227,45.778,61.505,40.673,10.651,40.399,42.048,39.985,33.569
0.295,46.452,60.877,40.361,10.579,40.645,41.713,41.038,33.529
0.171,45.805,60.934,40.348,10.655,40.809,42.123,40.106,33.314
0.252,45.962,60.894,40.543,10.886,40.219,41.929,40.625,33.345
0.279,46.115,61.065,40.138,10.498,40.080,42.111,40.242,33.454
0.274,46.024,61.422,41.024,10.717,40.799,41.999,40.658,33.754
0.189,46.023,61.214,40.754,10.597,40.594,41.665,40.260,33.058
0.290,45.923,61.507,40.451,10.680,40.740,41.519,40.298,33.498
0.279,45.152,61.278,40.389,10.879,40.620,42.330,40.046,33.344
0.178,45.573,61.203,40.363,10.675,40.511,41.936,40.155,33.597
0.208,46.319,60.568,40.574,10.802,39.929,42.190,40.581,33.451
0.245,45.862,60.461,40.239,10.580,40.274,42.422,40.660,33.964
0.226,45.661,61.348,39.631,10.650,40.392,41.881,40.111,33.347
0.239,45.128,60.532,39.989,10.850,40.284,41.276,40.070,33.691
0.258,45.373,60.539,40.683,10.655,40.470,41.610,40.536,33.507
0.271,46.016,61.099,40.238,10.881,41.145,42.033,40.114,33.292
0.240,46.039,61.393,39.884,10.809,40.563,42.053,40.394,33.857
0.266,45.887,61.753,40.187,10.785,40.368,41.965,39.765,33.259
0.172,45.885,60.858,40.514,10.535,40.425,41.499,40.763,34.150
0.290,45.633,60.933,40.143,10.640,40.392,42.131,40.192,33.407
0.206,46.530,61.655,39.986,10.839,40.847,41.664,39.985,33.347
0.269,46.268,61.124,39.916,10.676,40.377,41.822,40.236,33.647
0.266,45.938,61.334,40.391,10.854,39.955,41.989,40.421,33.419
0.158,45.680,60.644,40.609,10.730,40.477,41.706,39.818,33.436
0.324,45.690,61.358,40.120,11.137,40.377,41.874,40.600,33.511
0.289,46.478,61.314,39.923,10.958,40.749,41.773,39.997,33.591
0.188,46.153,60.156,40.602,10.671,40.480,41.691,40.975,33.411
0.301,46.203,61.288,40.654,10.504,40.729,41.823,39.846,33.661
0.188,46.158,60.768,40.451,10.886,40.897,41.442,40.532,33.877
0.191,45.826,61.781,39.999,10.844,40.655,41.811,40.226,33.883
0.288,45.851,61.459,40.581,10.533,40.629,41.933,40.162,33.980
0.252,46.128,61.289,39.982,10.844,40.561,41.770,40.330,33.868
0.114,45.747,61.978,40.848,10.493,40.159,42.035,40.216,33.634
0.253,46.184,61.862,40.455,10.430,40.449,41.862,40.248,33.383
