CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.235,41.947,56.795,37.093,8.904,36.990,38.006,36.386,29.756
0.277,42.154,57.179,37.094,8.866,37.068,37.633,35.991,29.482
0.245,42.115,56.740,37.282,8.875,36.775,38.283,36.412,29.254
0.232,42.040,56.701,37.038,9.148,36.626,37.883,35.886,29.553
0.289,42.363,57.376,37.108,8.937,37.236,38.713,36.121,29.171
0.208,42.221,57.068,36.911,8.725,37.064,38.405,36.123,29.659
0.245,41.999,57.448,36.955,8.966,37.312,38.123,36.114,29.910
0.315,41.663,57.135,37.232,9.028,36.887,38.472,36.610,29.355
0.286,42.132,57.051,37.305,8.833,36.850,38.295,36.556,29.581
0.305,42.474,57.418,37.395,8.942,36.973,38.439,36.348,29.123
0.234,42.536,57.196,37.486,8.840,37.438,37.873,36.468,29.856
0.235,42.668,57.380,37.138,8.913,37.038,38.440,35.953,29.527
0.290,42.529,56.628,37.082,8.933,37.240,38.338,36.564,29.577
0.175,41.989,56.836,37.369,9.089,37.156,38.145,35.783,29.627
0.242,42.126,57.025,37.432,8.973,37.283,38.201,36.484,29.592
0.258,42.290,56.853,37.251,9.018,36.912,37.884,36.288,29.443
0.204,42.081,57.516,37.013,9.022,36.748,37.982,36.467,29.777
0.287,42.199,56.905,37.334,9.008,36.910,38.622,35.949,29.755
0.225,42.422,57.053,37.068,9.002,36.982,38.740,36.285,28.976
0.228,42.064,57.284,37.341,8.787,37.159,38.024,36.443,29.936
0.286,42.425,57.500,37.061,9.074,36.733,38.257,36.714,29.529
0.263,42.300,57.201,37.119,8.959,36.942,38.163,36.033,29.217
0.258,41.866,57.046,37.326,8.896,37.200,37.923,36.232,29.336
0.261,42.170,56.812,36.785,9.093,37.281,38.247,36.102,29.970
0.257,42.153,57.103,36.825,8.791,36.967,38.049,36.659,29.617
0.321,41.953,57.057,37.482,8.941,36.759,37.803,35.760,29.938
0.361,42.088,56.709,37.140,8.841,37.194,38.258,36.567,29.663
0.313,42.216,56.709,36.775,9.130,36.845,38.429,36.685,29.425
0.326,42.046,57.174,36.653,8.676,36.786,38.147,36.460,29.800
0.369,42.738,57.355,37.335,9.091,37.215,38.473,36.714,29.328
0.350,42.377,56.630,38.009,8.844,37.197,38.378,36.692,29.787
0.274,42.053,56.718,37.054,8.843,36.912,37.844,35.997,29.841
0.252,42.261,57.360,36.904,8.897,37.526,38.784,36.088,29.558
0.311,41.922,56.767,36.955,9.080,37.119,38.307,36.170,29.175
0.290,42.777,57.296,37.108,9.014,37.225,38.363,36.574,29.394
0.274,42.768,57.277,36.980,9.040,37.088,37.760,36.204,29.398
0.318,42.377,56.985,37.384,9.137,37.172,37.857,36.088,29.528
0.245,42.664,56.687,37.009,9.114,36.973,37.928,36.081,29.592
0.324,42.586,57.502,37.441,8.945,36.938,38.830,36.324,29.355
0.310,42.398,57.569,36.831,8.941,37.309,37.949,36.527,29.746
0.281,42.703,57.223,36.714,9.041,36.934,38.721,36.153,29.620
0.261,42.412,57.021,37.310,8.850,37.316,38.114,35.897,29.741
0.246,42.111,56.729,37.292,8.836,36.992,38.006,35.990,29.563
0.315,42.757,56.707,37.343,8.789,36.625,37.850,36.061,29.455
0.216,42.461,57.359,37.008,9.243,36.803,38.161,36.499,29.496
0.297,41.647,56.755,37.385,8.743,36.928,38.273,36.098,29.738
0.307,42.235,57.192,36.920,9.116,36.747,38.001,36.384,29.707
0.329,42.578,57.269,37.206,9.015,37.161,37.814,36.452,29.558
0.278,42.176,56.812,36.898,9.058,36.975,38.172,36.566,29.880
0.251,42.359,56.547,37.498,8.833,37.214,38.027,36.629,29.466
0.233,42.073,57.675,37.049,8.780,37.240,38.383,36.418,29.536
0.268,42.421,57.230,36.929,8.930,36.956,38.195,36.155,29.320
0.376,42.349,57.732,37.214,8.954,37.141,37.531,36.356,29.185
0.334,42.104,57.137,37.074,8.730,36.946,38.150,36.190,29.509
0.193,42.222,56.352,37.440,8.944,36.987,38.683,36.346,29.529
0.364,42.517,57.498,36.615,8.804,37.094,38.164,36.585,29.946
0.285,42.186,56.800,37.527,8.985,37.318,37.995,36.702,29.771
0.304,42.038,56.606,37.108,8.792,36.492,37.947,36.098,29.289
0.273,42.067,57.259,37.452,8.926,37.112,37.694,36.249,29.341
0.311,42.017,57.396,37.069,8.912,36.811,38.426,36.100,29.273
0.352,42.132,56.367,37.032,9.069,37.521,38.396,35.928,29.478
0.270,41.881,57.270,37.165,9.113,36.952,38.060,36.373,29.918
0.241,42.273,57.296,37.468,9.329,37.296,38.273,36.242,29.604
0.278,42.649,57.353,36.894,8.859,37.098,38.334,36.288,29.540
0.274,42.087,57.447,36.811,8.984,37.165,38.053,36.813,29.284
0.269,42.181,56.995,37.099,9.051,37.054,38.397,35.876,29.612
0.343,42.470,56.483,37.176,8.830,36.753,38.192,36.310,29.693
0.335,42.055,57.172,37.314,8.849,37.378,38.645,36.253,29.312
0.303,42.180,56.930,37.393,8.860,37.285,38.462,35.863,29.895
0.240,42.400,56.765,37.263,8.922,37.188,37.894,36.256,29.730
0.322,42.250,57.521,37.200,8.954,37.037,38.502,36.725,29.442
0.305,41.936,56.926,37.222,8.888,37.384,38.042,36.881,29.639
0.216,42.440,57.103,37.119,9.020,36.689,37.956,36.212,29.237
0.226,41.639,57.107,36.972,8.888,37.197,37.167,36.161,29.378
0.266,42.110,57.284,37.716,8.871,37.311,38.651,36.001,29.521
0.228,42.181,57.307,37.195,8.772,36.935,37.954,36.237,29.223
0.320,42.230,56.789,36.911,9.013,36.668,38.379,36.575,29.475
0.311,41.926,57.629,37.296,8.899,37.023,38.242,36.707,29.312
0.328,42.044,57.010,37.340,9.275,37.274,37.824,36.455,29.782
0.265,42.283,57.375,37.409,9.026,37.000,37.796,36.618,28.945
0.332,42.041,57.597,37.317,8.886,36.608,37.950,36.218,29.609
0.267,42.407,57.341,37.487,8.953,37.102,37.683,36.267,29.332
0.204,41.808,57.319,37.141,8.886,36.726,37.810,36.360,29.715
0.260,42.746,57.502,36.668,8.937,36.674,37.903,36.522,29.856
0.274,41.841,56.952,37.547,8.974,36.720,38.169,35.880,29.073
0.223,42.178,56.696,36.949,9.188,37.314,37.789,36.610,29.473
0.243,42.626,56.969,37.170,8.826,37.249,38.238,36.445,29.259
0.208,42.513,57.330,37.090,9.145,36.676,37.862,36.277,29.653
0.276,42.525,57.399,36.792,9.118,37.097,38.195,36.564,29.954
0.380,42.396,57.463,36.954,9.128,36.660,37.864,36.505,29.205
0.287,42.213,56.954,37.169,8.767,37.217,38.153,36.062,29.270
0.296,42.344,57.075,37.244,9.011,37.293,38.139,36.247,29.171
0.363,42.459,56.253,37.183,8.830,36.926,37.961,36.494,29.201
0.274,42.136,56.750,37.286,8.660,37.165,38.103,36.291,29.289
0.228,42.097,57.455,36.810,8.926,37.143,38.087,35.768,29.324
0.298,41.975,57.385,36.941,8.816,36.510,38.054,36.167,29.527
0.294,42.036,56.875,37.029,8.991,37.075,38.117,36.280,28.961
0.300,42.584,57.571,37.124,8.684,37.166,38.047,36.121,29.598
0.331,42.171,57.195,37.351,9.229,37.185,38.066,36.342,29.342
0.338,42.524,57.532,37.061,8.843,37.159,38.236,36.394,29.292
0.245,42.418,56.535,36.590,9.004,36.928,37.829,36.464,29.651
0.245,42.337,57.137,37.072,8.997,37.327,38.016,36.029,29.526
0.229,42.095,57.005,37.542,8.820,36.622,38.134,35.962,29.561
0.279,42.483,56.928,37.547,8.781,37.565,38.080,36.653,29.489
0.346,42.222,57.105,36.924,8.759,37.063,37.414,35.993,29.788
0.280,42.268,57.150,37.157,9.032,37.133,37.604,36.246,29.831
0.279,42.119,57.674,37.111,9.050,36.890,38.054,36.340,29.303
0.296,42.205,57.106,37.277,8.898,37.024,38.108,36.442,29.821
0.271,42.592,56.847,37.437,8.830,36.996,38.139,36.358,29.620
0.313,42.692,57.108,37.189,8.887,36.828,38.233,36.574,29.586
0.284,42.206,57.582,36.568,9.157,37.189,37.710,36.337,29.704
