CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.326,39.055,54.634,35.174,7.981,34.362,35.410,33.804,26.774
0.342,39.650,54.491,34.693,7.587,34.161,35.380,33.630,27.104
0.330,39.632,54.656,35.690,7.647,34.645,35.438,33.832,27.155
0.360,39.603,54.477,35.114,7.764,34.283,35.680,33.742,27.196
0.349,39.804,54.208,35.173,7.586,34.505,35.405,33.765,26.975
0.335,39.348,54.618,35.315,7.850,34.299,35.489,33.780,27.068
0.254,40.184,55.018,35.352,7.861,34.081,35.212,33.719,26.926
0.312,39.759,54.735,34.963,8.008,34.421,35.411,33.377,27.115
0.270,39.551,54.438,35.208,7.916,34.335,35.007,33.786,27.064
0.294,39.543,54.713,35.115,7.647,34.782,35.494,33.754,27.350
0.397,39.806,54.863,34.895,7.826,34.544,35.328,33.776,27.010
0.352,39.952,54.437,35.353,7.853,34.688,35.200,33.968,27.212
0.341,39.453,54.441,35.190,7.643,34.371,35.769,33.508,27.144
0.341,39.820,53.867,35.344,7.814,34.557,35.658,33.542,27.144
0.323,39.859,54.638,35.119,7.763,34.511,35.579,34.361,26.852
0.331,39.661,53.751,35.223,7.905,34.299,35.418,33.132,27.146
0.341,39.997,54.798,35.116,7.831,33.870,35.526,34.007,27.118
0.273,39.541,54.362,35.016,7.756,33.912,35.775,33.615,26.851
0.291,39.844,54.936,34.885,7.871,34.213,35.457,33.036,26.463
0.363,39.457,54.033,35.103,7.673,34.190,35.550,33.799,26.964
0.194,39.825,54.416,35.342,7.704,34.579,35.226,33.983,26.768
0.352,40.126,54.210,35.294,7.861,34.591,35.823,33.608,27.165
0.292,39.658,53.940,35.276,7.856,34.477,35.498,33.910,26.756
0.339,40.494,54.689,35.570,7.711,34.838,35.621,33.735,27.101
0.243,39.734,54.603,34.894,7.643,34.486,35.285,33.759,26.994
0.292,39.634,54.547,34.879,7.702,34.219,35.730,33.656,27.182
0.238,39.292,54.719,35.468,7.788,34.521,35.363,33.747,27.212
0.307,39.668,54.422,35.088,7.818,34.407,35.896,33.695,26.978
0.278,39.819,54.580,35.315,7.559,34.658,35.477,34.215,27.457
0.323,39.603,54.293,35.038,7.593,34.529,34.881,33.536,26.874
0.328,39.580,54.684,35.226,7.783,34.932,35.635,33.539,26.715
0.260,39.500,54.401,35.284,7.816,34.024,35.575,33.492,27.131
0.380,39.806,54.722,35.063,8.007,34.151,35.186,33.742,27.155
0.289,39.547,54.992,34.885,7.794,33.961,35.226,33.926,26.874
0.366,39.255,54.961,35.285,7.766,34.196,35.036,33.876,27.381
0.271,39.875,55.065,35.240,7.899,34.347,35.289,33.677,27.093
0.324,40.045,54.120,35.208,7.594,34.570,35.619,33.787,27.043
0.360,39.499,54.721,35.043,7.954,34.155,35.490,33.643,26.468
0.243,39.832,54.906,35.124,7.803,34.105,35.484,33.787,26.935
0.336,39.636,54.838,34.725,7.751,34.552,35.266,33.502,26.934
0.330,39.920,54.714,34.973,7.922,34.725,35.195,33.832,26.918
0.320,39.533,54.454,35.426,8.030,34.157,35.103,33.725,26.709
0.270,39.848,54.860,34.921,7.757,34.648,35.765,33.399,26.687
0.370,39.861,54.343,35.280,7.848,33.990,35.194,33.548,27.298
0.311,39.670,54.263,35.243,7.698,34.507,35.387,33.570,27.170
0.315,39.306,54.395,35.496,7.733,34.032,35.187,33.915,26.998
0.364,39.674,54.634,34.666,7.752,34.234,35.383,33.708,27.304
0.295,39.683,54.320,35.250,7.777,34.467,35.142,33.529,27.269
0.289,39.666,54.331,35.253,7.872,34.164,35.631,33.457,27.229
0.266,39.329,54.940,34.989,7.907,34.558,35.444,33.441,26.580
0.268,39.935,53.909,34.913,7.829,34.414,35.628,33.757,27.163
0.257,39.158,54.255,35.423,7.814,34.381,35.078,33.458,26.984
0.266,40.105,54.428,34.800,7.813,34.341,35.307,33.227,26.489
0.291,39.767,54.633,34.912,7.573,34.290,35.013,34.056,27.361
0.243,39.596,54.341,35.119,7.871,34.321,35.639,33.474,26.734
0.240,39.944,54.292,35.042,7.891,34.206,35.276,33.603,27.519
0.337,39.744,54.584,35.280,7.635,34.792,35.444,33.825,27.362
0.415,39.394,54.783,35.013,8.095,34.809,35.662,33.394,26.973
0.237,39.810,54.417,34.951,7.652,34.213,36.062,34.019,26.538
0.294,39.491,54.471,34.587,7.675,34.490,35.337,33.615,27.277
0.215,39.735,54.709,35.141,7.715,34.002,35.345,33.630,27.207
0.283,39.381,54.071,34.899,7.741,34.504,35.212,33.970,26.845
0.264,39.482,54.301,35.285,7.788,34.114,35.221,33.782,26.854
0.291,39.723,54.813,34.479,7.953,34.155,35.463,34.017,27.313
0.246,39.760,54.897,35.388,7.842,34.306,35.187,33.434,27.573
0.245,39.682,54.112,34.434,7.607,34.309,35.288,33.841,26.890
0.309,39.989,54.768,35.095,7.762,34.531,35.429,33.518,26.838
0.300,39.155,54.874,35.425,7.889,34.907,35.361,33.975,26.833
0.325,39.841,55.052,34.945,7.700,34.150,35.521,33.486,26.992
0.352,39.257,54.344,34.916,7.662,34.702,35.230,33.625,27.063
0.310,40.331,54.714,35.368,7.787,34.095,35.491,33.525,27.116
0.265,39.426,54.545,35.549,7.763,34.789,35.762,33.513,26.676
0.270,39.704,54.493,34.996,7.792,34.279,35.196,33.720,26.839
0.314,39.672,54.547,34.972,8.037,34.497,35.764,33.613,26.907
0.331,39.725,54.454,35.121,7.828,34.207,35.233,34.473,26.727
0.318,40.033,54.576,35.082,7.606,34.007,35.220,33.536,27.138
0.285,39.838,53.965,34.452,7.807,34.387,35.320,33.786,26.888
0.248,39.958,54.335,34.949,7.890,34.444,35.216,33.646,26.694
0.339,39.406,54.264,35.106,7.680,34.838,35.336,33.641,26.739
0.296,39.825,53.923,35.186,8.003,34.082,35.017,33.669,27.083
0.302,39.438,54.884,35.087,7.650,34.012,35.482,33.959,26.703
0.263,39.687,54.459,34.801,7.644,34.052,35.395,33.586,27.094
0.272,39.715,54.636,34.862,7.717,34.743,35.300,33.848,26.932
0.382,39.752,54.424,35.143,7.595,34.206,35.695,33.761,26.914
0.262,39.280,54.559,35.161,7.683,34.539,35.206,33.690,27.161
0.301,39.961,54.382,35.033,7.745,34.322,35.506,33.537,26.992
0.409,39.775,54.913,35.056,7.753,34.454,35.122,33.612,27.032
0.257,40.199,54.355,34.943,7.620,34.784,35.513,33.726,27.036
0.330,39.635,54.523,35.246,7.675,34.355,35.402,33.700,26.991
0.329,39.881,54.270,35.171,7.651,34.273,35.201,33.649,27.112
0.334,39.580,54.590,34.930,7.686,34.067,35.375,33.482,27.070
0.360,39.894,54.259,35.356,7.758,34.152,35.448,33.665,26.684
0.359,39.540,55.371,35.006,7.695,34.063,35.097,33.714,26.884
0.298,40.100,54.470,35.258,7.726,34.204,35.378,33.717,27.118
0.402,39.579,54.111,35.354,7.665,34.403,35.469,33.380,26.796
0.343,39.780,54.281,35.610,7.678,34.638,35.499,33.866,26.937
0.376,39.782,54.520,35.428,7.716,34.649,35.556,33.503,26.831
0.356,39.723,54.167,35.000,7.940,34.273,34.742,33.751,26.854
0.322,40.168,54.708,35.119,7.824,34.346,35.130,33.858,26.728
0.330,39.680,54.537,35.365,7.690,34.474,35.594,33.699,27.133
0.267,39.832,54.718,35.177,7.703,34.860,35.336,33.974,26.730
0.276,39.608,54.448,35.562,7.723,35.070,34.959,33.451,26.744
0.307,39.560,54.615,35.305,7.682,34.455,35.877,33.529,27.310
0.324,39.522,54.497,35.281,7.744,34.306,35.689,33.427,27.226
0.256,39.702,54.296,35.178,7.802,34.118,35.760,33.682,26.874
0.295,40.200,54.868,34.815,7.768,34.304,35.253,33.794,26.847
