CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.168,40.204,55.587,35.676,7.846,34.797,35.669,35.052,27.683
0.204,40.545,55.554,35.710,7.866,34.617,36.254,34.484,27.618
0.120,40.503,54.850,35.638,8.338,34.751,36.149,34.660,27.469
0.162,40.169,55.693,35.308,8.177,34.803,35.861,34.521,27.254
0.183,39.853,54.886,35.903,8.069,35.235,35.723,34.741,27.038
0.201,40.740,55.470,35.718,8.090,35.099,36.169,34.039,27.723
0.140,40.295,54.742,35.754,8.031,34.998,35.883,34.568,27.525
0.169,40.124,55.604,35.351,8.052,34.920,35.926,34.117,27.784
0.121,40.230,55.093,35.692,7.857,35.072,36.025,34.039,27.742
0.141,40.399,55.309,35.417,8.220,35.068,35.660,34.144,27.509
0.152,40.627,55.240,35.654,7.997,35.145,35.922,34.229,27.749
0.165,40.207,54.863,35.799,8.010,35.176,36.401,35.019,28.037
0.164,40.548,55.205,35.439,8.123,35.073,36.081,34.796,27.739
0.111,39.871,55.657,35.808,7.993,34.892,35.985,34.714,27.785
0.210,40.802,55.049,35.068,8.087,34.857,35.930,34.649,27.518
0.118,40.352,54.655,36.000,7.880,35.069,36.092,34.487,27.798
0.217,40.847,55.484,36.045,8.118,35.132,36.022,34.363,27.627
0.186,40.643,55.371,35.361,7.861,35.145,35.921,34.228,28.054
0.158,40.501,55.093,35.319,8.068,34.569,36.146,34.205,27.400
0.142,40.622,55.245,35.813,8.285,35.222,35.921,34.096,28.172
0.101,40.313,55.548,35.488,8.032,34.900,36.320,34.433,27.752
0.171,40.323,55.315,35.467,7.978,35.329,35.944,34.681,27.730
0.003,40.517,55.196,36.073,8.073,35.109,35.999,34.824,27.863
0.128,41.085,55.394,35.727,7.998,34.836,36.008,34.461,27.929
0.203,40.483,55.501,35.517,8.265,35.298,35.938,34.845,27.781
0.174,40.493,56.162,35.536,7.871,34.978,35.931,35.042,27.695
0.170,40.270,55.867,35.957,8.018,35.129,36.084,34.070,27.634
0.210,40.737,55.205,36.170,7.947,35.006,35.971,34.982,27.651
0.101,40.425,54.829,35.595,8.008,34.799,35.499,34.236,27.478
0.155,40.402,55.368,35.533,7.973,34.937,36.254,34.566,27.651
0.104,40.271,55.965,35.711,7.995,35.212,35.983,34.597,27.545
0.197,40.059,55.056,35.648,8.003,35.273,36.201,34.038,27.825
0.114,40.335,55.633,35.107,8.004,35.412,36.193,34.340,27.750
0.142,40.826,54.832,35.925,8.012,34.687,35.762,34.408,27.777
0.087,40.167,55.442,35.231,8.014,34.829,36.287,34.213,27.882
0.127,40.320,55.338,35.774,8.357,35.021,35.514,34.337,28.005
0.113,40.504,55.320,35.666,7.789,34.726,36.071,34.508,27.786
0.193,40.341,55.990,36.104,7.985,35.075,35.954,34.223,27.822
0.081,40.468,55.014,35.575,8.178,35.443,35.904,34.246,27.365
0.174,40.197,55.533,35.642,8.016,35.455,35.828,34.021,28.076
0.151,39.988,55.470,35.911,7.988,35.110,36.489,34.523,27.705
0.087,39.833,55.192,35.707,8.038,34.961,35.839,34.280,28.088
0.118,40.434,55.547,35.884,8.014,34.298,36.418,34.638,27.651
0.119,40.246,55.122,35.438,7.999,35.127,36.078,34.520,27.700
0.180,40.403,55.350,35.521,8.308,34.678,35.801,34.460,27.476
0.121,39.788,55.280,35.405,7.936,35.027,35.702,34.892,27.380
0.175,40.160,55.160,35.417,8.038,35.347,36.049,34.554,27.470
0.244,40.566,55.616,35.500,8.160,34.925,35.815,34.675,27.957
0.166,40.488,55.506,35.386,8.055,35.053,36.052,34.324,27.709
0.157,40.070,55.116,35.796,7.726,35.131,36.217,34.577,27.446
0.093,40.423,54.988,35.667,8.287,34.966,35.905,34.826,27.243
0.239,40.367,54.416,36.225,7.944,35.259,35.797,33.869,27.427
0.205,39.796,55.541,36.089,7.944,35.065,36.103,34.182,27.781
0.147,41.008,55.785,35.537,8.231,34.701,35.747,34.391,27.444
0.166,40.424,55.184,36.020,8.086,34.927,35.607,34.713,27.956
0.121,40.459,55.352,35.640,8.017,35.167,35.883,34.654,27.863
0.089,39.896,55.190,35.688,7.880,35.196,35.751,34.317,27.056
0.126,40.492,55.544,35.683,8.034,35.080,36.218,34.806,27.686
0.158,40.077,55.042,35.544,7.874,35.001,36.054,34.292,28.023
0.167,40.036,55.048,35.434,8.149,35.226,36.252,34.820,27.883
0.213,40.397,55.773,35.607,7.902,35.249,35.897,33.986,27.575
0.136,40.243,54.844,35.481,8.128,34.788,35.895,34.930,28.024
0.125,40.194,55.461,35.824,8.139,34.765,36.211,34.115,27.987
0.146,39.584,55.645,35.310,8.321,34.547,36.001,34.707,27.587
0.157,40.230,55.323,35.279,8.089,34.495,35.565,34.789,27.676
0.117,40.284,55.224,35.443,7.804,34.538,36.115,34.577,27.692
0.185,40.267,55.238,35.521,8.074,34.996,35.948,34.798,27.601
0.158,40.875,55.590,35.449,8.018,34.605,36.324,34.382,27.665
0.135,40.434,55.517,35.700,8.044,34.915,36.180,34.161,27.599
0.180,40.332,55.591,35.786,7.827,35.232,35.840,34.616,27.881
0.153,40.264,55.538,35.946,8.043,35.040,36.045,34.663,27.635
0.105,40.252,54.926,35.543,7.912,34.999,36.550,34.419,27.498
0.090,39.784,55.284,35.877,7.812,35.086,35.942,34.329,27.425
0.146,40.285,54.887,35.316,7.936,34.801,35.819,34.243,27.539
0.170,41.181,55.026,35.417,7.940,34.392,36.061,34.483,27.793
0.195,40.090,54.791,35.622,8.062,34.863,36.242,34.483,27.878
0.111,40.413,55.335,35.399,8.270,35.091,35.973,34.330,27.939
0.236,40.530,55.022,35.245,8.396,35.157,36.259,34.997,27.631
0.175,40.544,54.947,35.816,7.851,34.594,35.946,34.713,27.782
0.046,40.293,55.530,35.579,8.163,35.160,35.790,34.555,27.426
0.080,40.394,55.208,35.788,8.070,35.238,35.612,34.412,27.776
0.210,39.709,55.637,35.742,8.023,34.709,35.769,34.058,27.568
0.151,40.627,55.029,35.268,8.071,34.798,35.855,34.545,27.274
0.195,40.545,55.095,35.860,8.097,35.547,35.719,34.796,27.977
0.120,39.811,55.109,35.574,8.138,35.320,36.196,34.356,27.732
0.121,40.559,54.819,35.459,8.066,34.749,35.133,34.603,27.633
0.230,40.597,55.180,35.713,8.013,34.835,36.341,34.819,27.848
0.140,40.620,55.841,35.820,8.271,34.477,36.217,34.657,27.688
0.160,40.201,55.167,35.626,8.036,35.307,35.865,34.361,28.058
0.150,40.569,55.266,35.865,8.003,34.825,36.449,34.384,27.562
