CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.354,39.096,53.844,34.218,7.572,34.024,34.276,32.367,26.353
0.348,39.073,54.190,34.522,7.437,33.786,35.017,33.371,26.467
0.390,39.429,54.261,34.944,7.396,33.994,35.065,33.141,26.412
0.372,39.551,54.336,34.595,7.548,33.674,34.885,33.012,26.449
0.332,39.022,54.067,34.736,7.277,33.847,35.344,33.431,26.250
0.260,39.540,54.247,34.605,7.359,33.681,34.577,32.833,26.121
0.344,38.995,54.077,34.182,7.424,33.678,34.953,33.142,26.412
0.218,39.310,54.272,34.595,7.522,34.187,34.654,32.703,26.515
0.376,39.507,54.898,35.042,7.342,33.791,34.866,33.297,26.279
0.351,39.125,54.222,34.251,7.550,33.538,34.868,33.684,26.279
0.261,38.910,54.494,34.509,7.399,33.117,35.000,33.009,26.285
0.285,39.228,54.192,34.920,7.386,33.857,34.414,33.113,26.312
0.367,39.106,54.000,34.393,7.423,33.932,34.635,33.125,26.185
0.284,39.262,53.749,34.300,7.331,33.361,34.819,33.251,26.521
0.346,39.081,54.219,34.093,7.526,33.785,34.736,33.443,26.846
0.257,39.047,54.223,34.387,7.420,33.593,34.812,33.504,26.294
0.292,39.063,53.995,34.639,7.474,33.869,35.166,33.169,26.366
0.210,38.763,54.750,34.707,7.578,33.911,34.812,33.098,26.342
0.386,39.393,54.170,34.719,7.513,33.958,34.624,33.150,26.378
0.271,38.919,54.397,34.496,7.573,33.783,34.403,32.711,26.412
0.357,39.555,54.429,34.702,7.310,33.721,35.122,33.037,26.314
0.257,39.396,54.114,34.593,7.434,33.824,34.606,32.924,26.287
0.303,39.529,54.268,34.856,7.338,33.896,35.165,33.038,26.255
0.395,38.465,54.076,34.788,7.465,33.250,34.779,32.727,26.362
0.264,38.660,54.012,34.174,7.377,33.672,34.964,32.741,26.077
0.279,39.106,54.359,34.459,7.604,33.463,34.980,33.304,26.746
0.436,39.165,54.366,34.477,7.668,33.296,34.303,33.450,26.390
0.314,39.366,53.949,34.778,7.322,33.527,34.772,33.284,26.135
0.270,38.788,54.027,34.877,7.313,34.050,34.312,33.321,26.738
0.355,38.685,54.279,34.659,7.416,33.835,35.291,33.433,26.407
0.326,39.192,53.996,34.486,7.528,33.730,34.784,33.291,26.595
0.298,39.439,53.606,34.258,7.318,33.891,34.445,33.307,26.727
0.286,39.249,54.894,34.412,7.670,33.775,34.432,32.982,26.418
0.335,39.563,54.498,34.545,7.517,34.026,34.588,33.293,26.453
0.250,39.058,54.640,34.763,7.555,33.538,34.856,33.207,26.532
0.331,39.279,54.009,34.572,7.450,33.728,34.778,33.258,26.331
0.342,39.807,54.181,34.653,7.321,33.611,35.036,33.458,26.689
0.291,39.215,54.057,35.022,7.351,33.609,34.771,33.756,26.177
0.311,39.197,54.434,34.622,7.477,33.679,34.612,33.353,26.509
0.399,39.102,54.470,34.452,7.447,33.709,34.749,32.838,26.173
0.330,39.095,54.074,34.819,7.369,33.905,34.705,33.458,25.940
0.241,39.264,54.794,34.591,7.503,33.481,34.630,32.714,25.948
0.236,39.589,53.695,34.881,7.421,33.912,35.043,33.480,26.573
0.316,38.870,54.233,34.326,7.434,33.672,34.909,33.150,26.426
0.319,39.266,55.003,34.704,7.684,33.868,34.705,32.724,26.092
0.333,39.046,53.800,34.221,7.383,33.782,34.765,33.375,26.251
0.286,39.515,54.630,34.789,7.409,33.686,34.756,33.340,26.201
0.338,39.042,53.974,34.583,7.543,33.899,34.746,33.144,26.337
0.335,39.474,54.054,34.539,7.510,33.666,34.445,33.295,26.560
0.265,39.614,54.188,34.745,7.485,33.474,34.971,33.273,26.588
0.292,38.824,54.091,34.340,7.404,33.996,34.498,33.408,26.753
0.333,39.128,54.576,34.627,7.386,33.538,34.975,32.664,26.304
0.279,38.711,54.291,34.503,7.540,33.658,34.511,33.181,26.736
0.354,39.221,54.134,34.855,7.329,33.923,34.668,32.813,26.301
0.299,38.682,54.402,34.355,7.535,33.837,34.730,33.416,26.538
0.273,39.396,54.375,34.960,7.415,33.690,34.848,32.842,26.330
0.293,39.407,53.520,34.593,7.411,33.834,34.335,33.206,26.175
0.318,39.511,54.307,34.851,7.574,33.944,35.142,32.780,26.173
0.330,39.099,53.615,34.663,7.409,33.483,34.286,33.064,26.241
0.317,39.519,54.149,34.342,7.398,33.765,34.975,33.696,26.075
0.361,39.386,54.159,34.328,7.327,34.121,34.923,33.343,26.753
0.338,39.205,54.108,34.813,7.359,33.702,34.952,33.099,26.596
0.345,39.266,54.518,34.747,7.563,33.965,34.757,32.804,25.892
0.315,39.181,54.138,34.626,7.238,33.379,34.668,33.271,26.206
0.311,39.643,54.901,34.541,7.539,33.759,34.560,32.851,26.576
0.313,39.127,54.507,34.588,7.365,33.586,34.760,33.386,26.346
0.208,39.273,54.566,34.807,7.561,33.769,34.555,32.972,26.338
0.365,39.434,54.471,34.287,7.309,33.804,34.701,33.046,26.256
0.314,39.081,54.297,34.469,7.244,34.182,34.567,33.630,26.681
0.318,39.066,54.155,34.967,7.258,33.514,35.063,33.338,26.314
0.262,39.079,54.314,34.897,7.418,33.780,35.022,33.285,26.213
0.252,39.126,54.630,35.264,7.366,33.705,34.363,33.186,26.616
0.268,39.801,54.108,33.896,7.218,34.055,34.899,33.286,26.205
0.326,39.248,54.193,34.514,7.393,33.921,34.537,32.972,26.676
0.338,39.237,54.120,34.611,7.483,33.402,34.844,33.350,26.393
0.244,39.393,53.564,34.650,7.678,33.475,34.688,33.638,26.875
0.291,39.431,54.045,34.813,7.302,33.815,34.747,33.220,26.265
0.334,39.133,54.194,34.869,7.303,33.467,34.830,33.303,26.366
0.229,39.075,54.379,34.734,7.329,33.641,34.821,33.246,26.395
0.292,39.644,53.681,34.182,7.649,33.700,34.448,32.807,26.665
