CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.214,40.968,56.311,36.100,8.456,36.006,37.137,35.359,28.149
0.246,41.699,55.679,36.281,8.232,35.344,37.220,35.243,28.032
0.320,41.344,55.955,35.730,7.918,35.674,36.836,35.186,28.323
0.332,41.248,55.653,36.311,8.416,35.116,36.618,34.918,27.595
0.239,40.987,55.603,36.267,8.117,35.082,37.399,34.910,28.596
0.280,41.120,55.879,36.154,8.329,35.301,36.410,34.992,27.798
0.324,41.317,56.371,36.510,8.091,35.795,36.694,35.265,28.033
0.198,41.839,55.671,36.152,8.080,35.447,36.879,34.997,28.377
0.393,41.012,56.075,35.852,8.111,35.203,36.488,34.943,28.090
0.354,41.424,56.239,36.482,8.602,35.185,36.655,34.860,28.433
0.303,40.900,56.348,36.524,8.107,35.741,36.526,34.768,28.530
0.288,41.267,56.096,35.837,8.121,35.823,36.373,35.399,28.808
0.299,40.953,56.087,36.355,8.277,35.515,36.516,35.360,28.161
0.209,41.660,56.050,36.136,8.467,35.692,36.973,34.788,28.496
0.369,41.251,56.203,36.364,8.134,35.545,36.643,34.969,28.311
0.284,41.236,55.814,35.812,8.171,35.791,37.037,34.706,28.227
0.284,41.327,56.403,36.010,8.335,35.247,37.261,35.033,28.363
0.303,41.151,55.727,36.100,8.156,35.741,36.280,35.168,28.080
0.354,41.107,55.364,35.928,8.173,35.558,36.916,34.657,28.369
0.372,41.390,56.686,36.263,8.343,35.653,36.683,35.134,28.208
0.358,41.043,55.901,36.676,8.577,35.600,37.140,35.053,27.770
0.231,41.692,55.502,35.614,8.354,35.756,37.188,34.597,27.897
0.306,41.096,56.398,35.816,8.165,35.248,37.258,34.878,28.509
0.293,41.661,55.619,36.103,8.643,35.330,37.203,35.290,28.296
0.285,41.413,56.071,36.129,8.176,35.026,36.956,35.482,28.465
0.298,41.701,56.103,36.238,8.275,35.629,36.642,34.500,28.122
0.277,41.293,56.136,36.577,8.071,35.953,36.985,34.959,27.991
0.245,41.575,56.544,35.811,7.884,35.480,36.754,35.255,28.056
0.339,41.469,55.964,36.147,8.047,35.046,36.817,35.612,28.301
0.355,41.369,56.145,36.192,8.157,35.703,36.499,35.256,28.143
0.317,40.819,55.558,35.909,8.137,35.677,36.893,34.839,27.753
0.255,41.183,55.727,36.494,8.227,35.729,37.024,35.311,28.118
0.287,40.959,55.923,36.090,8.184,35.829,36.968,35.599,28.033
0.269,40.470,55.266,35.894,8.378,35.318,36.972,35.124,28.493
0.343,41.043,56.298,36.154,8.240,35.322,36.937,34.950,28.498
0.275,41.435,56.098,35.878,8.209,35.071,36.435,35.431,28.483
0.330,41.070,55.703,36.018,8.151,35.456,36.958,34.933,28.712
0.265,41.235,55.912,36.044,8.162,35.019,37.118,35.138,28.155
0.274,41.183,55.709,36.199,7.971,35.473,36.731,35.612,28.529
0.352,41.213,56.580,35.868,8.221,35.317,37.129,34.797,28.375
0.296,41.197,56.026,36.475,8.219,35.619,37.014,34.933,28.087
0.302,41.324,55.863,36.264,8.203,35.615,37.276,34.946,28.296
0.306,41.339,55.854,36.209,8.201,35.370,36.937,35.103,28.231
0.393,41.147,56.610,35.946,8.495,35.202,37.245,35.040,28.363
0.247,40.690,56.144,36.245,8.295,35.681,36.487,34.637,28.472
0.382,41.387,55.302,35.731,8.352,35.557,36.662,35.169,28.241
