CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.105,43.636,58.377,38.100,9.864,37.809,39.459,37.627,30.853
0.022,43.607,58.256,37.867,9.644,38.004,39.252,37.865,30.921
0.097,42.993,58.098,38.526,9.467,38.503,39.383,37.372,30.615
0.105,43.390,57.774,38.374,9.437,38.120,38.775,38.041,30.831
0.060,43.245,58.105,38.316,9.574,37.677,39.560,37.543,30.574
0.097,43.577,58.569,37.835,9.874,37.486,39.119,37.468,31.050
0.058,43.452,58.755,38.043,9.559,37.867,39.437,37.554,30.684
0.119,43.500,58.935,37.738,9.509,37.585,39.724,37.603,30.942
0.120,43.713,58.180,38.094,9.706,37.719,39.249,37.100,30.787
0.015,43.066,58.120,38.063,9.546,37.815,39.644,37.515,31.022
0.088,43.996,58.169,38.396,9.679,37.766,39.006,37.730,31.228
0.040,43.713,58.338,37.759,9.532,37.535,38.889,38.164,30.932
0.070,43.118,58.408,38.274,9.614,38.132,38.863,37.984,30.885
0.094,43.703,58.828,38.059,9.605,38.283,39.465,37.660,30.676
0.033,43.013,58.883,38.243,9.673,37.938,39.204,37.762,31.174
0.153,42.794,58.890,38.048,9.665,37.785,39.284,37.119,30.961
0.037,43.450,58.429,38.046,9.669,38.465,39.019,37.824,30.312
0.089,43.378,58.904,38.443,9.619,38.108,39.464,37.473,30.981
0.060,43.183,58.143,37.882,9.736,38.320,39.139,37.698,30.798
2.622,40.957,61.463,31.459,11.053,42.716,43.684,41.537,29.158
0.135,43.269,58.637,38.054,9.625,38.077,39.527,37.339,30.922
0.141,43.149,57.949,38.233,9.579,37.783,38.581,37.988,31.452
0.189,43.132,58.548,38.063,9.333,37.910,39.268,37.463,30.489
0.094,43.162,58.763,37.497,9.715,38.271,39.147,37.970,30.954
0.058,43.656,59.222,37.993,9.591,37.843,39.138,37.645,30.391
0.070,43.453,58.597,37.775,9.602,38.283,39.365,37.355,30.565
0.077,43.644,58.354,38.161,9.558,37.731,39.611,37.829,31.086
0.085,43.352,58.074,37.717,9.566,37.845,39.100,38.028,30.944
0.080,43.168,58.276,38.007,9.526,38.553,39.459,37.979,30.770
0.067,42.918,58.083,37.804,9.651,37.805,39.218,38.070,30.809
0.041,42.771,58.211,37.932,9.790,38.554,39.455,37.369,30.846
0.086,43.264,59.167,38.329,9.874,38.265,39.251,37.686,30.890
0.046,43.500,58.476,38.597,9.468,38.582,39.183,37.911,30.771
0.093,43.284,58.345,38.365,9.550,37.864,39.418,37.685,30.691
0.191,43.160,58.816,37.716,9.458,38.089,39.617,37.343,30.949
0.081,43.291,58.417,38.444,9.317,38.242,39.246,37.644,30.539
0.148,43.078,58.811,37.828,9.547,38.416,39.091,37.489,31.001
0.072,44.126,58.030,37.700,9.670,38.290,39.515,37.029,30.565
0.057,43.434,58.369,37.875,9.787,38.398,39.478,37.702,30.762
0.155,43.467,58.138,37.894,9.398,37.938,39.234,37.987,30.983
0.133,43.413,57.719,38.409,9.517,38.368,39.159,37.213,30.844
0.113,43.415,59.039,38.068,9.832,38.263,39.141,37.398,31.047
0.054,43.915,58.380,37.871,9.697,37.603,39.368,37.364,31.518
0.096,43.744,58.210,38.103,9.432,38.687,39.159,37.658,31.085
