CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.052,43.506,59.396,38.889,9.507,39.204,40.459,38.466,31.604
0.143,43.944,59.195,39.171,9.654,38.540,40.237,38.523,31.647
0.107,43.266,59.299,38.541,9.498,38.430,39.960,37.629,31.166
0.105,43.949,58.959,38.902,9.592,38.761,40.048,38.099,31.316
0.048,43.897,59.152,39.068,9.438,38.319,39.779,38.231,31.568
0.194,43.864,59.055,38.737,9.213,38.603,39.501,38.559,31.232
0.146,43.865,59.677,39.000,9.467,38.585,40.127,38.093,31.592
0.217,44.064,59.239,38.961,9.713,38.574,40.115,38.018,31.304
0.042,44.175,59.630,38.866,9.628,38.530,39.842,38.147,30.935
0.038,44.028,59.235,38.975,9.428,38.524,40.226,38.275,31.806
0.150,44.285,58.644,38.967,9.320,38.766,40.180,38.281,31.848
0.156,43.520,59.049,39.062,9.420,38.359,40.178,38.750,31.561
0.148,44.057,59.198,38.595,9.668,38.599,40.044,38.039,31.742
0.121,43.407,59.443,38.651,9.669,39.088,40.369,37.877,31.478
0.049,43.979,59.555,38.289,9.847,38.663,40.311,38.402,31.317
0.131,43.787,59.665,38.381,9.602,38.327,40.083,38.093,31.247
0.108,44.119,59.470,39.027,9.362,38.373,40.062,38.706,31.212
1.780,53.357,63.917,33.050,0.472,37.072,38.230,21.934,33.053
0.091,43.708,59.611,38.302,9.527,38.735,40.244,38.730,31.802
0.095,43.521,59.102,38.489,9.575,38.793,40.466,38.204,31.235
0.045,44.272,58.796,38.924,9.627,38.683,39.945,38.674,31.708
0.111,44.030,58.972,39.168,9.710,38.333,39.965,38.409,31.304
0.084,44.011,59.254,38.837,9.938,39.233,40.067,37.930,31.708
0.132,43.930,59.145,38.889,9.572,38.845,40.154,38.022,31.356
0.058,44.240,59.204,38.780,9.652,38.775,39.646,38.269,31.454
0.062,44.304,60.092,38.711,9.638,38.472,40.300,38.732,31.508
0.193,43.698,59.185,38.424,9.438,38.617,39.878,38.248,31.807
0.109,43.785,59.116,38.732,9.692,39.367,39.494,38.251,31.182
0.074,44.060,59.249,38.640,9.728,38.233,40.088,38.183,31.709
0.110,43.983,59.282,38.823,9.408,38.311,40.533,38.627,31.761
0.094,44.295,59.156,39.037,9.576,38.829,40.680,38.234,31.498
0.145,44.021,59.740,39.031,9.581,38.310,39.746,38.302,31.004
0.111,44.515,58.673,38.693,9.437,38.821,40.131,38.827,31.604
0.133,43.969,58.688,38.522,9.504,38.506,40.108,38.000,31.355
0.136,43.595,59.219,38.844,9.541,39.062,40.220,38.451,31.465
2.337,43.480,59.355,42.312,12.951,39.715,38.636,39.913,26.960
0.104,44.328,59.281,38.925,9.552,39.231,40.241,38.021,31.235
0.055,43.957,58.925,39.189,9.825,38.948,40.191,38.055,31.406
0.132,43.339,59.415,39.167,9.647,39.065,40.160,37.964,31.225
0.145,44.032,59.040,38.871,9.548,38.815,40.127,38.193,31.514
0.082,43.786,59.402,38.541,9.690,38.286,39.972,38.189,31.745
0.104,43.790,59.294,38.953,9.629,38.422,40.518,38.537,31.704
0.156,43.829,58.919,38.480,9.661,39.080,40.335,38.430,31.170
0.123,44.057,59.576,39.215,9.564,38.373,40.090,38.215,31.559
0.119,43.894,59.251,38.937,9.545,38.721,40.701,38.399,31.756
0.108,43.545,59.552,38.708,9.511,38.753,40.394,38.488,31.679
0.135,43.839,59.416,38.680,9.857,38.738,40.276,38.547,31.536
0.036,43.949,59.303,38.601,9.537,38.279,40.158,38.268,31.576
0.062,43.745,59.049,39.119,9.530,38.824,39.944,37.843,31.587
0.095,43.757,58.959,38.750,9.527,38.700,40.075,37.954,31.563
0.089,43.391,59.570,38.685,9.698,38.316,40.016,38.353,31.199
0.142,43.833,59.154,38.887,9.274,38.700,40.171,38.360,31.600
4.619,44.977,66.064,41.958,11.994,36.312,47.342,35.927,27.045
0.111,44.219,59.610,38.443,9.423,38.493,39.647,37.982,31.354
0.041,43.836,59.122,38.506,9.554,38.950,39.857,38.500,31.436
0.118,44.050,59.446,38.911,9.437,38.535,39.925,38.081,31.335
0.049,43.787,59.129,38.816,9.569,39.178,40.656,37.978,31.510
0.060,43.379,59.191,38.787,9.268,38.393,40.184,38.996,31.674
0.015,44.624,59.109,38.983,9.735,38.200,40.283,38.506,31.552
0.052,43.972,59.032,38.825,9.354,38.948,40.472,38.308,31.503
4.137,53.972,61.977,46.810,6.768,37.479,41.027,27.868,35.644
